Reporting Period,ID RSSD,UBPR2746
3/31/2019 11:59:59 PM,37,0
3/31/2019 11:59:59 PM,242,0
3/31/2019 11:59:59 PM,279,0
3/31/2019 11:59:59 PM,354,0
3/31/2019 11:59:59 PM,457,0
3/31/2019 11:59:59 PM,505,10442
3/31/2019 11:59:59 PM,1155,0
3/31/2019 11:59:59 PM,1351,0
3/31/2019 11:59:59 PM,1454,1629
3/31/2019 11:59:59 PM,1669,0
3/31/2019 11:59:59 PM,1856,0
3/31/2019 11:59:59 PM,2040,0
3/31/2019 11:59:59 PM,2161,0
3/31/2019 11:59:59 PM,2376,11738
3/31/2019 11:59:59 PM,2554,0
3/31/2019 11:59:59 PM,2732,6674
3/31/2019 11:59:59 PM,2750,0
3/31/2019 11:59:59 PM,3252,0
3/31/2019 11:59:59 PM,3458,0
3/31/2019 11:59:59 PM,3720,396
3/31/2019 11:59:59 PM,3971,3868
3/31/2019 11:59:59 PM,4156,0
3/31/2019 11:59:59 PM,4231,0
3/31/2019 11:59:59 PM,5069,0
3/31/2019 11:59:59 PM,5135,0
3/31/2019 11:59:59 PM,5210,0
3/31/2019 11:59:59 PM,5461,14253
3/31/2019 11:59:59 PM,5751,0
3/31/2019 11:59:59 PM,6039,0
3/31/2019 11:59:59 PM,6329,0
3/31/2019 11:59:59 PM,7009,0
3/31/2019 11:59:59 PM,7045,0
3/31/2019 11:59:59 PM,7072,0
3/31/2019 11:59:59 PM,7456,0
3/31/2019 11:59:59 PM,7634,0
3/31/2019 11:59:59 PM,8033,0
3/31/2019 11:59:59 PM,8462,0
3/31/2019 11:59:59 PM,8631,0
3/31/2019 11:59:59 PM,9357,0
3/31/2019 11:59:59 PM,9553,0
3/31/2019 11:59:59 PM,9807,0
3/31/2019 11:59:59 PM,9955,0
3/31/2019 11:59:59 PM,10250,0
3/31/2019 11:59:59 PM,10849,0
3/31/2019 11:59:59 PM,11145,0
3/31/2019 11:59:59 PM,11640,0
3/31/2019 11:59:59 PM,11837,0
3/31/2019 11:59:59 PM,12030,0
3/31/2019 11:59:59 PM,12142,0
3/31/2019 11:59:59 PM,12179,0
3/31/2019 11:59:59 PM,12311,550670
3/31/2019 11:59:59 PM,12647,0
3/31/2019 11:59:59 PM,12656,0
3/31/2019 11:59:59 PM,12937,0
3/31/2019 11:59:59 PM,12946,0
3/31/2019 11:59:59 PM,13103,0
3/31/2019 11:59:59 PM,13251,0
3/31/2019 11:59:59 PM,13457,0
3/31/2019 11:59:59 PM,14155,8885
3/31/2019 11:59:59 PM,14650,0
3/31/2019 11:59:59 PM,14753,0
3/31/2019 11:59:59 PM,14865,0
3/31/2019 11:59:59 PM,14977,0
3/31/2019 11:59:59 PM,16551,0
3/31/2019 11:59:59 PM,16748,0
3/31/2019 11:59:59 PM,17110,0
3/31/2019 11:59:59 PM,17147,0
3/31/2019 11:59:59 PM,17259,0
3/31/2019 11:59:59 PM,17950,104
3/31/2019 11:59:59 PM,17978,0
3/31/2019 11:59:59 PM,18050,232
3/31/2019 11:59:59 PM,18135,0
3/31/2019 11:59:59 PM,18827,0
3/31/2019 11:59:59 PM,18836,0
3/31/2019 11:59:59 PM,18854,0
3/31/2019 11:59:59 PM,19356,0
3/31/2019 11:59:59 PM,19936,0
3/31/2019 11:59:59 PM,19972,0
3/31/2019 11:59:59 PM,20053,0
3/31/2019 11:59:59 PM,20633,0
3/31/2019 11:59:59 PM,20857,33
3/31/2019 11:59:59 PM,21256,0
3/31/2019 11:59:59 PM,21359,0
3/31/2019 11:59:59 PM,21658,0
3/31/2019 11:59:59 PM,22048,0
3/31/2019 11:59:59 PM,22543,0
3/31/2019 11:59:59 PM,22552,0
3/31/2019 11:59:59 PM,22730,0
3/31/2019 11:59:59 PM,22936,0
3/31/2019 11:59:59 PM,23456,0
3/31/2019 11:59:59 PM,23504,58423
3/31/2019 11:59:59 PM,23643,0
3/31/2019 11:59:59 PM,23755,0
3/31/2019 11:59:59 PM,24006,2766
3/31/2019 11:59:59 PM,24378,0
3/31/2019 11:59:59 PM,24453,0
3/31/2019 11:59:59 PM,24659,0
3/31/2019 11:59:59 PM,24668,0
3/31/2019 11:59:59 PM,24949,0
3/31/2019 11:59:59 PM,25357,0
3/31/2019 11:59:59 PM,25647,0
3/31/2019 11:59:59 PM,26176,0
3/31/2019 11:59:59 PM,26242,0
3/31/2019 11:59:59 PM,26457,0
3/31/2019 11:59:59 PM,26765,30386
3/31/2019 11:59:59 PM,27070,0
3/31/2019 11:59:59 PM,27548,0
3/31/2019 11:59:59 PM,27614,0
3/31/2019 11:59:59 PM,27847,0
3/31/2019 11:59:59 PM,28013,0
3/31/2019 11:59:59 PM,28152,0
3/31/2019 11:59:59 PM,28255,626
3/31/2019 11:59:59 PM,28406,393
3/31/2019 11:59:59 PM,28675,0
3/31/2019 11:59:59 PM,28732,0
3/31/2019 11:59:59 PM,29476,0
3/31/2019 11:59:59 PM,29636,0
3/31/2019 11:59:59 PM,29878,0
3/31/2019 11:59:59 PM,30052,0
3/31/2019 11:59:59 PM,30502,4026
3/31/2019 11:59:59 PM,30650,0
3/31/2019 11:59:59 PM,30810,0
3/31/2019 11:59:59 PM,31134,0
3/31/2019 11:59:59 PM,31255,1537
3/31/2019 11:59:59 PM,31657,0
3/31/2019 11:59:59 PM,31826,0
3/31/2019 11:59:59 PM,31835,0
3/31/2019 11:59:59 PM,32234,0
3/31/2019 11:59:59 PM,32766,0
3/31/2019 11:59:59 PM,32971,0
3/31/2019 11:59:59 PM,33147,0
3/31/2019 11:59:59 PM,33259,0
3/31/2019 11:59:59 PM,33268,0
3/31/2019 11:59:59 PM,33370,0
3/31/2019 11:59:59 PM,33839,0
3/31/2019 11:59:59 PM,33857,0
3/31/2019 11:59:59 PM,34425,0
3/31/2019 11:59:59 PM,34434,0
3/31/2019 11:59:59 PM,34452,0
3/31/2019 11:59:59 PM,34537,0
3/31/2019 11:59:59 PM,34555,13735
3/31/2019 11:59:59 PM,34742,0
3/31/2019 11:59:59 PM,35057,1145
3/31/2019 11:59:59 PM,35301,0
3/31/2019 11:59:59 PM,35570,0
3/31/2019 11:59:59 PM,35646,0
3/31/2019 11:59:59 PM,35879,0
3/31/2019 11:59:59 PM,36456,0
3/31/2019 11:59:59 PM,36933,6
3/31/2019 11:59:59 PM,37051,0
3/31/2019 11:59:59 PM,37341,0
3/31/2019 11:59:59 PM,37435,0
3/31/2019 11:59:59 PM,37640,0
3/31/2019 11:59:59 PM,37659,0
3/31/2019 11:59:59 PM,37949,0
3/31/2019 11:59:59 PM,38740,0
3/31/2019 11:59:59 PM,39327,6272
3/31/2019 11:59:59 PM,39756,1773
3/31/2019 11:59:59 PM,40033,0
3/31/2019 11:59:59 PM,40499,0
3/31/2019 11:59:59 PM,40855,0
3/31/2019 11:59:59 PM,41245,0
3/31/2019 11:59:59 PM,41553,0
3/31/2019 11:59:59 PM,41629,0
3/31/2019 11:59:59 PM,41825,0
3/31/2019 11:59:59 PM,41937,0
3/31/2019 11:59:59 PM,41955,0
3/31/2019 11:59:59 PM,42037,0
3/31/2019 11:59:59 PM,42354,0
3/31/2019 11:59:59 PM,42372,0
3/31/2019 11:59:59 PM,42420,0
3/31/2019 11:59:59 PM,42448,0
3/31/2019 11:59:59 PM,42457,0
3/31/2019 11:59:59 PM,43052,0
3/31/2019 11:59:59 PM,43351,0
3/31/2019 11:59:59 PM,43856,0
3/31/2019 11:59:59 PM,43959,0
3/31/2019 11:59:59 PM,44040,0
3/31/2019 11:59:59 PM,44433,0
3/31/2019 11:59:59 PM,44741,0
3/31/2019 11:59:59 PM,44750,0
3/31/2019 11:59:59 PM,44929,0
3/31/2019 11:59:59 PM,45038,0
3/31/2019 11:59:59 PM,45047,0
3/31/2019 11:59:59 PM,45056,0
3/31/2019 11:59:59 PM,45430,0
3/31/2019 11:59:59 PM,45458,0
3/31/2019 11:59:59 PM,45551,0
3/31/2019 11:59:59 PM,45560,30
3/31/2019 11:59:59 PM,45775,0
3/31/2019 11:59:59 PM,46053,7852
3/31/2019 11:59:59 PM,46941,0
3/31/2019 11:59:59 PM,47247,0
3/31/2019 11:59:59 PM,47256,0
3/31/2019 11:59:59 PM,47452,0
3/31/2019 11:59:59 PM,47500,0
3/31/2019 11:59:59 PM,48057,0
3/31/2019 11:59:59 PM,48150,0
3/31/2019 11:59:59 PM,48374,0
3/31/2019 11:59:59 PM,48440,598
3/31/2019 11:59:59 PM,49054,667
3/31/2019 11:59:59 PM,49148,0
3/31/2019 11:59:59 PM,49241,0
3/31/2019 11:59:59 PM,49652,0
3/31/2019 11:59:59 PM,49858,0
3/31/2019 11:59:59 PM,49951,0
3/31/2019 11:59:59 PM,50144,0
3/31/2019 11:59:59 PM,50461,0
3/31/2019 11:59:59 PM,50872,0
3/31/2019 11:59:59 PM,51253,3120
3/31/2019 11:59:59 PM,51356,1152
3/31/2019 11:59:59 PM,51459,0
3/31/2019 11:59:59 PM,51842,0
3/31/2019 11:59:59 PM,52719,0
3/31/2019 11:59:59 PM,52951,0
3/31/2019 11:59:59 PM,53051,0
3/31/2019 11:59:59 PM,53752,0
3/31/2019 11:59:59 PM,54058,0
3/31/2019 11:59:59 PM,54441,0
3/31/2019 11:59:59 PM,54656,252
3/31/2019 11:59:59 PM,54973,27688
3/31/2019 11:59:59 PM,55336,0
3/31/2019 11:59:59 PM,55635,0
3/31/2019 11:59:59 PM,55653,0
