Reporting Period,ID RSSD,UBPR2746
3/31/2020 11:59:59 PM,37,0
3/31/2020 11:59:59 PM,242,0
3/31/2020 11:59:59 PM,279,0
3/31/2020 11:59:59 PM,354,0
3/31/2020 11:59:59 PM,457,0
3/31/2020 11:59:59 PM,505,8127
3/31/2020 11:59:59 PM,1155,0
3/31/2020 11:59:59 PM,1351,0
3/31/2020 11:59:59 PM,1454,8832
3/31/2020 11:59:59 PM,1669,0
3/31/2020 11:59:59 PM,1856,0
3/31/2020 11:59:59 PM,2161,0
3/31/2020 11:59:59 PM,2732,6481
3/31/2020 11:59:59 PM,2750,0
3/31/2020 11:59:59 PM,3252,0
3/31/2020 11:59:59 PM,3458,0
3/31/2020 11:59:59 PM,3720,180
3/31/2020 11:59:59 PM,3971,2847
3/31/2020 11:59:59 PM,4156,0
3/31/2020 11:59:59 PM,4231,0
3/31/2020 11:59:59 PM,5069,0
3/31/2020 11:59:59 PM,5135,0
3/31/2020 11:59:59 PM,5210,0
3/31/2020 11:59:59 PM,5461,9639
3/31/2020 11:59:59 PM,5751,0
3/31/2020 11:59:59 PM,6039,0
3/31/2020 11:59:59 PM,6329,0
3/31/2020 11:59:59 PM,7009,0
3/31/2020 11:59:59 PM,7045,0
3/31/2020 11:59:59 PM,7072,1
3/31/2020 11:59:59 PM,7456,0
3/31/2020 11:59:59 PM,7634,0
3/31/2020 11:59:59 PM,8033,0
3/31/2020 11:59:59 PM,8462,0
3/31/2020 11:59:59 PM,8631,0
3/31/2020 11:59:59 PM,9357,0
3/31/2020 11:59:59 PM,9553,0
3/31/2020 11:59:59 PM,9807,0
3/31/2020 11:59:59 PM,9955,0
3/31/2020 11:59:59 PM,10250,0
3/31/2020 11:59:59 PM,10849,0
3/31/2020 11:59:59 PM,11145,0
3/31/2020 11:59:59 PM,11640,0
3/31/2020 11:59:59 PM,11837,0
3/31/2020 11:59:59 PM,12030,0
3/31/2020 11:59:59 PM,12142,0
3/31/2020 11:59:59 PM,12311,433971
3/31/2020 11:59:59 PM,12647,0
3/31/2020 11:59:59 PM,12656,0
3/31/2020 11:59:59 PM,12946,0
3/31/2020 11:59:59 PM,13103,0
3/31/2020 11:59:59 PM,13251,0
3/31/2020 11:59:59 PM,13457,0
3/31/2020 11:59:59 PM,14155,9014
3/31/2020 11:59:59 PM,14650,0
3/31/2020 11:59:59 PM,14753,0
3/31/2020 11:59:59 PM,14865,0
3/31/2020 11:59:59 PM,14977,0
3/31/2020 11:59:59 PM,16551,0
3/31/2020 11:59:59 PM,16748,0
3/31/2020 11:59:59 PM,17110,0
3/31/2020 11:59:59 PM,17147,0
3/31/2020 11:59:59 PM,17259,0
3/31/2020 11:59:59 PM,17950,95
3/31/2020 11:59:59 PM,17978,0
3/31/2020 11:59:59 PM,18050,811
3/31/2020 11:59:59 PM,18827,0
3/31/2020 11:59:59 PM,18836,0
3/31/2020 11:59:59 PM,18854,0
3/31/2020 11:59:59 PM,19356,0
3/31/2020 11:59:59 PM,19936,0
3/31/2020 11:59:59 PM,19972,0
3/31/2020 11:59:59 PM,20053,0
3/31/2020 11:59:59 PM,20633,0
3/31/2020 11:59:59 PM,20857,52
3/31/2020 11:59:59 PM,21256,0
3/31/2020 11:59:59 PM,21359,0
3/31/2020 11:59:59 PM,21658,0
3/31/2020 11:59:59 PM,22048,0
3/31/2020 11:59:59 PM,22543,0
3/31/2020 11:59:59 PM,22552,0
3/31/2020 11:59:59 PM,22730,0
3/31/2020 11:59:59 PM,23456,0
3/31/2020 11:59:59 PM,23504,60990
3/31/2020 11:59:59 PM,23643,0
3/31/2020 11:59:59 PM,23755,0
3/31/2020 11:59:59 PM,24006,3618
3/31/2020 11:59:59 PM,24378,0
3/31/2020 11:59:59 PM,24453,0
3/31/2020 11:59:59 PM,24659,0
3/31/2020 11:59:59 PM,24668,0
3/31/2020 11:59:59 PM,24949,0
3/31/2020 11:59:59 PM,25357,0
3/31/2020 11:59:59 PM,25647,0
3/31/2020 11:59:59 PM,26176,0
3/31/2020 11:59:59 PM,26457,0
3/31/2020 11:59:59 PM,26765,22325
3/31/2020 11:59:59 PM,27070,0
3/31/2020 11:59:59 PM,27548,0
3/31/2020 11:59:59 PM,27614,0
3/31/2020 11:59:59 PM,27847,0
3/31/2020 11:59:59 PM,28013,0
3/31/2020 11:59:59 PM,28152,0
3/31/2020 11:59:59 PM,28675,0
3/31/2020 11:59:59 PM,28732,0
3/31/2020 11:59:59 PM,29476,0
3/31/2020 11:59:59 PM,29636,11591
3/31/2020 11:59:59 PM,29878,0
3/31/2020 11:59:59 PM,30052,0
3/31/2020 11:59:59 PM,30502,5833
3/31/2020 11:59:59 PM,30650,0
3/31/2020 11:59:59 PM,30810,0
3/31/2020 11:59:59 PM,31134,0
3/31/2020 11:59:59 PM,31255,1549
3/31/2020 11:59:59 PM,31657,0
